,LATITUDE,LONGITUDE,geometry
3215,25,-80.29852019,POINT (25 -80.29852019)
3216,25,-80.29824545609999,POINT (25 -80.29824545609999)
3217,25,-80.3122915641,POINT (25 -80.31229156409999)
3218,25,-80.2882355387,POINT (25 -80.28823553869999)
3219,25,-80.3026060917,POINT (25 -80.3026060917)
3220,25,-80.3182134925,POINT (25 -80.31821349250001)
3221,25,-80.3067697364,POINT (25 -80.3067697364)
3222,25,-80.2925712461,POINT (25 -80.2925712461)
3223,25,-80.2984927188,POINT (25 -80.29849271880001)
3224,25,-80.2888616818,POINT (25 -80.2888616818)
3225,25,-80.3080854987,POINT (25 -80.3080854987)
3226,25,-80.2963498821,POINT (25 -80.2963498821)
3227,25,-80.31818708979999,POINT (25 -80.31818708979999)
3228,25,-80.29829098489999,POINT (25 -80.29829098489999)
3229,25,-80.2937791755,POINT (25 -80.29377917550001)
3230,25,-80.3018159417,POINT (25 -80.3018159417)
3231,25,-80.310048763,POINT (25 -80.310048763)
3232,25,-80.2990333943,POINT (25 -80.2990333943)
3233,25,-80.30632456880001,POINT (25 -80.30632456880001)
3234,25,-80.2927857422,POINT (25 -80.2927857422)
3235,25,-80.299423285,POINT (25 -80.299423285)
3236,25,-80.3170226893,POINT (25 -80.3170226893)
3237,25,-80.3040147741,POINT (25 -80.3040147741)
3238,25,-80.3105527185,POINT (25 -80.31055271850001)
3239,25,-80.29164081270001,POINT (25 -80.29164081270001)
3240,25,-80.3052763626,POINT (25 -80.3052763626)
3241,25,-80.3193275572,POINT (25 -80.3193275572)
3242,25,-80.3192961449,POINT (25 -80.31929614489999)
3243,25,-80.30474426399999,POINT (25 -80.30474426399999)
3244,25,-80.2947479635,POINT (25 -80.2947479635)
3245,25,-80.2964737082,POINT (25 -80.2964737082)
3246,25,-80.2941643733,POINT (25 -80.29416437330001)
3247,25,-80.3107490863,POINT (25 -80.31074908630001)
3248,25,-80.291502988,POINT (25 -80.291502988)
3249,25,-80.2911306044,POINT (25 -80.2911306044)
3250,25,-80.3001003105,POINT (25 -80.3001003105)
3251,25,-80.2966939382,POINT (25 -80.29669393819999)
3252,25,-80.29109478069999,POINT (25 -80.29109478069999)
3253,25,-80.3054549392,POINT (25 -80.3054549392)
3254,25,-80.3104310671,POINT (25 -80.3104310671)
3255,25,-80.3184322697,POINT (25 -80.3184322697)
3256,25,-80.3025294568,POINT (25 -80.3025294568)
3257,25,-80.3051120459,POINT (25 -80.3051120459)
3258,25,-80.2927793295,POINT (25 -80.29277932949999)
3259,25,-80.2893718248,POINT (25 -80.2893718248)
3260,25,-80.2973112925,POINT (25 -80.2973112925)
3261,25,-80.3171258756,POINT (25 -80.3171258756)
3262,25,-80.3151487513,POINT (25 -80.3151487513)
3263,25,-80.29242717449999,POINT (25 -80.29242717449999)
3264,25,-80.2991152702,POINT (25 -80.29911527020001)
3265,25,-80.3021849105,POINT (25 -80.3021849105)
3266,25,-80.3049017213,POINT (25 -80.3049017213)
3267,25,-80.3049017213,POINT (25 -80.3049017213)
3268,25,-80.3046967536,POINT (25 -80.3046967536)
3269,25,-80.3129711548,POINT (25 -80.3129711548)
3270,25,-80.2943041479,POINT (25 -80.29430414789999)
3271,25,-80.28842935109999,POINT (25 -80.28842935109999)
3272,25,-80.29554594220001,POINT (25 -80.29554594220001)
3273,25,-80.2944701625,POINT (25 -80.29447016250001)
3274,25,-80.2923773322,POINT (25 -80.2923773322)
3275,25,-80.2985064364,POINT (25 -80.2985064364)
3276,25,-80.3103811238,POINT (25 -80.3103811238)
3277,25,-80.2973627617,POINT (25 -80.2973627617)
3278,25,-80.2973627617,POINT (25 -80.2973627617)
3279,25,-80.2946693373,POINT (25 -80.29466933729999)
3280,25,-80.3155028745,POINT (25 -80.3155028745)
3281,25,-80.297172948,POINT (25 -80.297172948)
3282,25,-80.31551271859999,POINT (25 -80.31551271859999)
3283,25,-80.3002014394,POINT (25 -80.3002014394)
3284,25,-80.2973864977,POINT (25 -80.2973864977)
3285,25,-80.29024397479999,POINT (25 -80.29024397479999)
3286,25,-80.28886775640001,POINT (25 -80.28886775640001)
3287,25,-80.2886792283,POINT (25 -80.2886792283)
3288,25,-80.29830979260001,POINT (25 -80.29830979260001)
3289,25,-80.3004343265,POINT (25 -80.3004343265)
3290,25,-80.2974301206,POINT (25 -80.2974301206)
3291,25,-80.302089127,POINT (25 -80.302089127)
3292,25,-80.3020915283,POINT (25 -80.3020915283)
3293,25,-80.3014226466,POINT (25 -80.3014226466)
3294,25,-80.3020941937,POINT (25 -80.3020941937)
3295,25,-80.30209860020001,POINT (25 -80.30209860020001)
3296,25,-80.3021009348,POINT (25 -80.3021009348)
3297,25,-80.292432529,POINT (25 -80.292432529)
3298,25,-80.3148855395,POINT (25 -80.3148855395)
3299,25,-80.29749881949999,POINT (25 -80.29749881949999)
3300,25,-80.29544739319999,POINT (25 -80.29544739319999)
3301,25,-80.2925033234,POINT (25 -80.2925033234)
3302,25,-80.3022955146,POINT (25 -80.3022955146)
3303,25,-80.3016645948,POINT (25 -80.3016645948)
3304,25,-80.2981267011,POINT (25 -80.2981267011)
3305,25,-80.3162442781,POINT (25 -80.3162442781)
3306,25,-80.3148793309,POINT (25 -80.3148793309)
3307,25,-80.30549129069999,POINT (25 -80.30549129069999)
3308,25,-80.311661437,POINT (25 -80.311661437)
3309,25,-80.3042053848,POINT (25 -80.3042053848)
3310,25,-80.2880199862,POINT (25 -80.2880199862)
3311,25,-80.2992569779,POINT (25 -80.2992569779)
3312,25,-80.2979306958,POINT (25 -80.29793069580001)
3313,25,-80.2977320543,POINT (25 -80.2977320543)
3314,25,-80.3177800642,POINT (25 -80.31778006419999)
3315,25,-80.2964884294,POINT (25 -80.2964884294)
3316,25,-80.2963373618,POINT (25 -80.2963373618)
3317,25,-80.3147839647,POINT (25 -80.3147839647)
3318,25,-80.3010892563,POINT (25 -80.3010892563)
3319,25,-80.2936900067,POINT (25 -80.2936900067)
3320,25,-80.2973781045,POINT (25 -80.2973781045)
3321,25,-80.2973781045,POINT (25 -80.2973781045)
3322,25,-80.2961817978,POINT (25 -80.2961817978)
3323,25,-80.3162707528,POINT (25 -80.31627075279999)
3324,25,-80.3121602928,POINT (25 -80.3121602928)
3325,25,-80.3121602928,POINT (25 -80.3121602928)
3326,25,-80.2904267938,POINT (25 -80.29042679379999)
3327,25,-80.3055139565,POINT (25 -80.30551395649999)
3328,25,-80.29951980109999,POINT (25 -80.29951980109999)
3329,25,-80.2873349991,POINT (25 -80.2873349991)
3330,25,-80.2970424208,POINT (25 -80.2970424208)
3331,25,-80.2965224924,POINT (25 -80.2965224924)
3332,25,-80.3157581591,POINT (25 -80.3157581591)
3333,25,-80.2963883288,POINT (25 -80.29638832880001)
3334,25,-80.3038044605,POINT (25 -80.3038044605)
3335,25,-80.2946507824,POINT (25 -80.2946507824)
3336,25,-80.2946507824,POINT (25 -80.2946507824)
3337,25,-80.2941936966,POINT (25 -80.2941936966)
3338,25,-80.2934333321,POINT (25 -80.29343333209999)
3339,25,-80.3009598301,POINT (25 -80.3009598301)
3340,25,-80.29017877140001,POINT (25 -80.29017877140001)
3341,25,-80.2929612735,POINT (25 -80.2929612735)
3342,25,-80.3066744332,POINT (25 -80.3066744332)
3343,25,-80.3177660596,POINT (25 -80.3177660596)
3344,25,-80.3027442554,POINT (25 -80.3027442554)
3345,25,-80.2962455801,POINT (25 -80.29624558010001)
3346,25,-80.3032706276,POINT (25 -80.3032706276)
3347,25,-80.3137638571,POINT (25 -80.3137638571)
3348,25,-80.2940782566,POINT (25 -80.2940782566)
3349,25,-80.2910122254,POINT (25 -80.2910122254)
3350,25,-80.28761588260001,POINT (25 -80.28761588260001)
3351,25,-80.3004014033,POINT (25 -80.3004014033)
3352,25,-80.2951845645,POINT (25 -80.2951845645)
3353,25,-80.2979380166,POINT (25 -80.2979380166)
3354,25,-80.311469328,POINT (25 -80.311469328)
3355,25,-80.2954841984,POINT (25 -80.2954841984)
3356,25,-80.3141976665,POINT (25 -80.31419766649999)
3357,25,-80.3149491566,POINT (25 -80.31494915659999)
3358,25,-80.2970779358,POINT (25 -80.2970779358)
3359,25,-80.3127009807,POINT (25 -80.3127009807)
3360,25,-80.2962556265,POINT (25 -80.2962556265)
3361,25,-80.3021178534,POINT (25 -80.30211785340001)
3362,25,-80.3015208102,POINT (25 -80.3015208102)
3363,25,-80.3005847932,POINT (25 -80.3005847932)
3364,25,-80.2998268538,POINT (25 -80.2998268538)
3365,25,-80.3172096954,POINT (25 -80.3172096954)
3366,25,-80.3033631789,POINT (25 -80.3033631789)
3367,25,-80.2893253509,POINT (25 -80.2893253509)
3368,25,-80.3186385344,POINT (25 -80.31863853439999)
3369,25,-80.2998571087,POINT (25 -80.2998571087)
3370,25,-80.3181143808,POINT (25 -80.3181143808)
3371,25,-80.3130093046,POINT (25 -80.3130093046)
3372,25,-80.3130093046,POINT (25 -80.3130093046)
3373,25,-80.3070897457,POINT (25 -80.3070897457)
3374,25,-80.3159577367,POINT (25 -80.3159577367)
3375,25,-80.2987909923,POINT (25 -80.2987909923)
3376,25,-80.28858119899999,POINT (25 -80.28858119899999)
3377,25,-80.3162149454,POINT (25 -80.31621494540001)
3378,25,-80.30158599319999,POINT (25 -80.30158599319999)
3379,25,-80.3000525101,POINT (25 -80.3000525101)
3380,25,-80.2988115944,POINT (25 -80.29881159439999)
3381,25,-80.30652161260001,POINT (25 -80.30652161260001)
3382,25,-80.2876724269,POINT (25 -80.2876724269)
3383,25,-80.3002322998,POINT (25 -80.3002322998)
3384,25,-80.2973292498,POINT (25 -80.2973292498)
3385,25,-80.3154362271,POINT (25 -80.31543622709999)
3386,25,-80.30653090050001,POINT (25 -80.30653090050001)
3387,25,-80.29221342470001,POINT (25 -80.29221342470001)
3388,25,-80.3015242959,POINT (25 -80.30152429589999)
3389,25,-80.3039248349,POINT (25 -80.3039248349)
3390,25,-80.2964467756,POINT (25 -80.2964467756)
3391,25,-80.3175388746,POINT (25 -80.3175388746)
3392,25,-80.2973646067,POINT (25 -80.2973646067)
3393,25,-80.3148424842,POINT (25 -80.3148424842)
3394,25,-80.3047679542,POINT (25 -80.3047679542)
3395,25,-80.3024194304,POINT (25 -80.30241943039999)
3396,25,-80.2908151332,POINT (25 -80.2908151332)
3397,25,-80.2872346504,POINT (25 -80.28723465039999)
3398,25,-80.3035033891,POINT (25 -80.3035033891)
3399,25,-80.3175296818,POINT (25 -80.3175296818)
3400,25,-80.3030084033,POINT (25 -80.3030084033)
3401,25,-80.29490150310001,POINT (25 -80.29490150310001)
3402,25,-80.2913484722,POINT (25 -80.2913484722)
3403,25,-80.2995931336,POINT (25 -80.2995931336)
3404,25,-80.2995931336,POINT (25 -80.2995931336)
3405,25,-80.3054246307,POINT (25 -80.3054246307)
3406,25,-80.2924268964,POINT (25 -80.2924268964)
3407,25,-80.3175918877,POINT (25 -80.3175918877)
3408,25,-80.3185185937,POINT (25 -80.31851859370001)
3409,25,-80.3177253305,POINT (25 -80.3177253305)
3410,25,-80.2989846167,POINT (25 -80.2989846167)
3411,25,-80.3038269919,POINT (25 -80.3038269919)
3412,25,-80.3036222325,POINT (25 -80.3036222325)
3413,25,-80.29675922770001,POINT (25 -80.29675922770001)
3414,25,-80.2989928651,POINT (25 -80.2989928651)
3415,25,-80.2935910621,POINT (25 -80.29359106210001)
3416,25,-80.302831222,POINT (25 -80.30283122199999)
3417,25,-80.2934164986,POINT (25 -80.2934164986)
3418,25,-80.30207097430001,POINT (25 -80.30207097430001)
3419,25,-80.29257126430001,POINT (25 -80.29257126430001)
3420,25,-80.29152561859999,POINT (25 -80.29152561859999)
3421,25,-80.2911800399,POINT (25 -80.2911800399)
3422,25,-80.3010370651,POINT (25 -80.3010370651)
3423,25,-80.2982736846,POINT (25 -80.29827368460001)
3424,25,-80.2955554984,POINT (25 -80.29555549840001)
3425,25,-80.3044534326,POINT (25 -80.3044534326)
3426,25,-80.3031457469,POINT (25 -80.3031457469)
3427,25,-80.3000071649,POINT (25 -80.30000716489999)
3428,25,-80.2980410094,POINT (25 -80.2980410094)
3429,25,-80.29632676359999,POINT (25 -80.29632676359999)
3430,25,-80.2961763783,POINT (25 -80.2961763783)
3431,25,-80.2960249226,POINT (25 -80.2960249226)
3432,25,-80.2958734965,POINT (25 -80.29587349649999)
3433,25,-80.2934887548,POINT (25 -80.29348875479999)
3434,25,-80.2920433164,POINT (25 -80.2920433164)
3435,25,-80.29064167140001,POINT (25 -80.29064167140001)
3436,25,-80.2890467975,POINT (25 -80.28904679750001)
3437,25,-80.305616711,POINT (25 -80.305616711)
3438,25,-80.3029774812,POINT (25 -80.3029774812)
3439,25,-80.3022216926,POINT (25 -80.3022216926)
3440,25,-80.2944574588,POINT (25 -80.2944574588)
3441,25,-80.30588067020001,POINT (25 -80.30588067020001)
3442,25,-80.3012064513,POINT (25 -80.3012064513)
3443,25,-80.2976508338,POINT (25 -80.29765083380001)
3444,25,-80.3041254115,POINT (25 -80.3041254115)
3445,25,-80.29007336560001,POINT (25 -80.29007336560001)
3446,25,-80.28979169770001,POINT (25 -80.28979169770001)
3447,25,-80.2967418917,POINT (25 -80.29674189169999)
3448,25,-80.301019753,POINT (25 -80.30101975300001)
3449,25,-80.2930974951,POINT (25 -80.2930974951)
3450,25,-80.28871703829999,POINT (25 -80.28871703829999)
3451,25,-80.2905548845,POINT (25 -80.2905548845)
3452,25,-80.28813811229999,POINT (25 -80.28813811229999)
3453,25,-80.2857133239,POINT (25 -80.2857133239)
3454,25,-80.2828533055,POINT (25 -80.2828533055)
3455,25,-80.28471942770001,POINT (25 -80.28471942770001)
3456,25,-80.28417205699999,POINT (25 -80.28417205699999)
3457,25,-80.2829444084,POINT (25 -80.2829444084)
3458,25,-80.2759941649,POINT (25 -80.2759941649)
3459,25,-80.2863057316,POINT (25 -80.2863057316)
3460,25,-80.2852352991,POINT (25 -80.28523529909999)
3461,25,-80.2855163119,POINT (25 -80.2855163119)
3462,25,-80.2845344899,POINT (25 -80.2845344899)
3463,25,-80.28477884739999,POINT (25 -80.28477884739999)
3464,25,-80.28642014569999,POINT (25 -80.28642014569999)
3465,25,-80.2866237051,POINT (25 -80.2866237051)
3466,25,-80.2711431076,POINT (25 -80.2711431076)
3467,25,-80.269629114,POINT (25 -80.269629114)
3468,25,-80.2860292729,POINT (25 -80.2860292729)
3469,25,-80.2750664477,POINT (25 -80.2750664477)
3470,25,-80.2698007637,POINT (25 -80.2698007637)
3471,25,-80.2770796771,POINT (25 -80.27707967710001)
3472,25,-80.27663864670001,POINT (25 -80.27663864670001)
3473,25,-80.2754517038,POINT (25 -80.2754517038)
3474,25,-80.2718774221,POINT (25 -80.2718774221)
3475,25,-80.286652141,POINT (25 -80.286652141)
3476,25,-80.2857661962,POINT (25 -80.2857661962)
3477,25,-80.2842848871,POINT (25 -80.2842848871)
3478,25,-80.2864680524,POINT (25 -80.2864680524)
3479,25,-80.2774401157,POINT (25 -80.2774401157)
3480,25,-80.2680846266,POINT (25 -80.2680846266)
3481,25,-80.2693519967,POINT (25 -80.2693519967)
3482,25,-80.2693519967,POINT (25 -80.2693519967)
3483,25,-80.2693704611,POINT (25 -80.2693704611)
3484,25,-80.2776719207,POINT (25 -80.2776719207)
3485,25,-80.2822088895,POINT (25 -80.2822088895)
3486,25,-80.27245416859999,POINT (25 -80.27245416859999)
3487,25,-80.2682347798,POINT (25 -80.2682347798)
3488,25,-80.2761506204,POINT (25 -80.2761506204)
3489,25,-80.2702181658,POINT (25 -80.2702181658)
3490,25,-80.2702181658,POINT (25 -80.2702181658)
3491,25,-80.2684720405,POINT (25 -80.2684720405)
3492,25,-80.2775549966,POINT (25 -80.2775549966)
3493,25,-80.28508378560001,POINT (25 -80.28508378560001)
3494,25,-80.27152813100001,POINT (25 -80.27152813100001)
3495,25,-80.2737723337,POINT (25 -80.27377233369999)
3496,25,-80.27797768090001,POINT (25 -80.27797768090001)
3497,25,-80.2810483573,POINT (25 -80.28104835729999)
3498,25,-80.2804403659,POINT (25 -80.28044036590001)
3499,25,-80.2799868082,POINT (25 -80.27998680819999)
3500,25,-80.2789107557,POINT (25 -80.2789107557)
3501,25,-80.2779981776,POINT (25 -80.2779981776)
3502,25,-80.2836765528,POINT (25 -80.2836765528)
3503,25,-80.2683089787,POINT (25 -80.26830897870001)
3504,25,-80.2870127336,POINT (25 -80.28701273359999)
3505,25,-80.27742702020001,POINT (25 -80.27742702020001)
3506,25,-80.285431589,POINT (25 -80.285431589)
3507,25,-80.2684229702,POINT (25 -80.26842297020001)
3508,25,-80.2867730806,POINT (25 -80.2867730806)
3509,25,-80.27179743720001,POINT (25 -80.27179743720001)
3510,25,-80.2854464261,POINT (25 -80.28544642609999)
3511,25,-80.26887783939999,POINT (25 -80.26887783939999)
3512,25,-80.2677373428,POINT (25 -80.2677373428)
3513,25,-80.28717831520001,POINT (25 -80.28717831520001)
3514,25,-80.2807820522,POINT (25 -80.2807820522)
3515,25,-80.2788139844,POINT (25 -80.2788139844)
3516,25,-80.26804346109999,POINT (25 -80.26804346109999)
3517,25,-80.2736203446,POINT (25 -80.2736203446)
3518,25,-80.2868280231,POINT (25 -80.2868280231)
3519,25,-80.2723852069,POINT (25 -80.2723852069)
3520,25,-80.28429692600001,POINT (25 -80.28429692600001)
3521,25,-80.2795682837,POINT (25 -80.2795682837)
3522,25,-80.2763543456,POINT (25 -80.2763543456)
3523,25,-80.2718052158,POINT (25 -80.2718052158)
3524,25,-80.2839735005,POINT (25 -80.2839735005)
3525,25,-80.2784785599,POINT (25 -80.27847855989999)
3526,25,-80.2763826714,POINT (25 -80.2763826714)
3527,25,-80.2705877774,POINT (25 -80.2705877774)
3528,25,-80.2842982634,POINT (25 -80.2842982634)
3529,25,-80.28691342970001,POINT (25 -80.28691342970001)
3530,25,-80.27774962859999,POINT (25 -80.27774962859999)
3531,25,-80.27360067640001,POINT (25 -80.27360067640001)
3532,25,-80.2730550139,POINT (25 -80.27305501390001)
3533,25,-80.2847642771,POINT (25 -80.2847642771)
3534,25,-80.2869222856,POINT (25 -80.2869222856)
3535,25,-80.2710115285,POINT (25 -80.2710115285)
3536,25,-80.27619331609999,POINT (25 -80.27619331609999)
3537,25,-80.2681240359,POINT (25 -80.2681240359)
3538,25,-80.287310924,POINT (25 -80.287310924)
3539,25,-80.2847906163,POINT (25 -80.2847906163)
3540,25,-80.2785767093,POINT (25 -80.2785767093)
3541,25,-80.2840939634,POINT (25 -80.2840939634)
3542,25,-80.28247104489999,POINT (25 -80.28247104489999)
3543,25,-80.2777868044,POINT (25 -80.27778680439999)
3544,25,-80.2770677132,POINT (25 -80.2770677132)
3545,25,-80.2725143035,POINT (25 -80.2725143035)
3546,25,-80.2720256225,POINT (25 -80.2720256225)
3547,25,-80.2850671775,POINT (25 -80.2850671775)
3548,25,-80.2856420196,POINT (25 -80.2856420196)
3549,25,-80.2756360166,POINT (25 -80.2756360166)
3550,25,-80.2707485117,POINT (25 -80.27074851170001)
3551,25,-80.2767696979,POINT (25 -80.27676969789999)
3552,25,-80.2756468403,POINT (25 -80.2756468403)
3553,25,-80.28382231180001,POINT (25 -80.28382231180001)
3554,25,-80.2788713483,POINT (25 -80.2788713483)
3555,25,-80.2800480108,POINT (25 -80.2800480108)
3556,25,-80.2767808777,POINT (25 -80.27678087770001)
3557,25,-80.28383732399999,POINT (25 -80.28383732399999)
3558,25,-80.2705598956,POINT (25 -80.2705598956)
3559,25,-80.2694175739,POINT (25 -80.2694175739)
3560,25,-80.282320004,POINT (25 -80.282320004)
3561,25,-80.2756782075,POINT (25 -80.27567820749999)
3562,25,-80.2870075683,POINT (25 -80.2870075683)
3563,25,-80.2740803884,POINT (25 -80.27408038839999)
3564,25,-80.27881184479999,POINT (25 -80.27881184479999)
3565,25,-80.2703555218,POINT (25 -80.2703555218)
3566,25,-80.2703555218,POINT (25 -80.2703555218)
3567,25,-80.2680460723,POINT (25 -80.2680460723)
3568,25,-80.2834032409,POINT (25 -80.2834032409)
3569,25,-80.2845629355,POINT (25 -80.28456293550001)
3570,25,-80.2818501218,POINT (25 -80.28185012180001)
3571,25,-80.2734070246,POINT (25 -80.2734070246)
3572,25,-80.28132443140001,POINT (25 -80.28132443140001)
3573,25,-80.2796592503,POINT (25 -80.2796592503)
3574,25,-80.28012861159999,POINT (25 -80.28012861159999)
3575,25,-80.2826757379,POINT (25 -80.28267573789999)
3576,25,-80.2834205979,POINT (25 -80.2834205979)
3577,25,-80.26991621260001,POINT (25 -80.26991621260001)
3578,25,-80.27855675,POINT (25 -80.27855675000001)
3579,25,-80.277394757,POINT (25 -80.277394757)
3580,25,-80.2872212621,POINT (25 -80.2872212621)
3581,25,-80.2718075529,POINT (25 -80.2718075529)
3582,25,-80.2781297485,POINT (25 -80.27812974850001)
3583,25,-80.28150001680001,POINT (25 -80.28150001680001)
3584,25,-80.2739764027,POINT (25 -80.2739764027)
3585,25,-80.2737503581,POINT (25 -80.2737503581)
3586,25,-80.27593258739999,POINT (25 -80.27593258739999)
3587,25,-80.27858975390001,POINT (25 -80.27858975390001)
3588,25,-80.2809882334,POINT (25 -80.2809882334)
3589,25,-80.2766867078,POINT (25 -80.2766867078)
3590,25,-80.2683803709,POINT (25 -80.2683803709)
3591,25,-80.26777912729999,POINT (25 -80.26777912729999)
3592,25,-80.2723048346,POINT (25 -80.27230483460001)
3593,25,-80.280993465,POINT (25 -80.28099346499999)
3594,25,-80.2795788675,POINT (25 -80.27957886750001)
3595,25,-80.2778449689,POINT (25 -80.2778449689)
3596,25,-80.271126719,POINT (25 -80.27112671899999)
3597,25,-80.2819296341,POINT (25 -80.2819296341)
3598,25,-80.2725245224,POINT (25 -80.2725245224)
3599,25,-80.282830266,POINT (25 -80.282830266)
3600,25,-80.2680981353,POINT (25 -80.26809813529999)
3601,25,-80.274198634,POINT (25 -80.274198634)
3602,25,-80.2824457024,POINT (25 -80.2824457024)
3603,25,-80.2737733326,POINT (25 -80.2737733326)
3604,25,-80.2835039876,POINT (25 -80.2835039876)
3605,25,-80.2852215817,POINT (25 -80.2852215817)
3606,25,-80.2767045251,POINT (25 -80.2767045251)
3607,25,-80.2737785578,POINT (25 -80.2737785578)
3608,25,-80.2684303412,POINT (25 -80.2684303412)
3609,25,-80.2871259225,POINT (25 -80.2871259225)
3610,25,-80.2767157027,POINT (25 -80.2767157027)
3611,25,-80.2793915366,POINT (25 -80.2793915366)
3612,25,-80.2737823931,POINT (25 -80.27378239310001)
3613,25,-80.2810431583,POINT (25 -80.28104315829999)
3614,25,-80.2727352184,POINT (25 -80.2727352184)
3615,25,-80.2759806525,POINT (25 -80.2759806525)
3616,25,-80.28713612359999,POINT (25 -80.28713612359999)
3617,25,-80.27718520399999,POINT (25 -80.27718520399999)
3618,25,-80.2759968398,POINT (25 -80.2759968398)
3619,25,-80.277913176,POINT (25 -80.277913176)
3620,25,-80.27349996699999,POINT (25 -80.27349996699999)
3621,25,-80.2764641969,POINT (25 -80.27646419689999)
3622,25,-80.2757748566,POINT (25 -80.27577485659999)
3623,25,-80.2705681794,POINT (25 -80.2705681794)
3624,25,-80.2794431206,POINT (25 -80.27944312060001)
3625,25,-80.2779332265,POINT (25 -80.2779332265)
3626,25,-80.2764798816,POINT (25 -80.2764798816)
3627,25,-80.271244876,POINT (25 -80.271244876)
3628,25,-80.2723499495,POINT (25 -80.2723499495)
3629,25,-80.259650616,POINT (25 -80.259650616)
3630,25,-80.2574438907,POINT (25 -80.2574438907)
3631,25,-80.2573283116,POINT (25 -80.25732831160001)
3632,25,-80.2638400115,POINT (25 -80.26384001149999)
3633,25,-80.2630314745,POINT (25 -80.2630314745)
3634,25,-80.2648422533,POINT (25 -80.2648422533)
3635,25,-80.2612413079,POINT (25 -80.26124130789999)
3636,25,-80.26323696680001,POINT (25 -80.26323696680001)
3637,25,-80.2558702389,POINT (25 -80.2558702389)
3638,25,-80.2635421279,POINT (25 -80.2635421279)
3639,25,-80.2550880095,POINT (25 -80.2550880095)
3640,25,-80.2552489264,POINT (25 -80.2552489264)
3641,25,-80.26571676520001,POINT (25 -80.26571676520001)
3642,25,-80.2650334669,POINT (25 -80.26503346689999)
3643,25,-80.2636120806,POINT (25 -80.2636120806)
3644,25,-80.2646802414,POINT (25 -80.2646802414)
3645,25,-80.2655967581,POINT (25 -80.2655967581)
3646,25,-80.26411285729999,POINT (25 -80.26411285729999)
3647,25,-80.2638112618,POINT (25 -80.2638112618)
3648,25,-80.26677573239999,POINT (25 -80.26677573239999)
3649,25,-80.2661496525,POINT (25 -80.2661496525)
3650,25,-80.26631190100001,POINT (25 -80.26631190100001)
3651,25,-80.2633149669,POINT (25 -80.2633149669)
3652,25,-80.2657698241,POINT (25 -80.2657698241)
3653,25,-80.2663606494,POINT (25 -80.2663606494)
3654,25,-80.2667074204,POINT (25 -80.2667074204)
3655,25,-80.2659471492,POINT (25 -80.2659471492)
3656,25,-80.2645746158,POINT (25 -80.2645746158)
3657,25,-80.2654592948,POINT (25 -80.2654592948)
3658,25,-80.2649174504,POINT (25 -80.26491745040001)
3659,25,-80.2667372074,POINT (25 -80.2667372074)
3660,25,-80.266749557,POINT (25 -80.266749557)
3661,25,-80.2637368028,POINT (25 -80.2637368028)
3662,25,-80.2615586837,POINT (25 -80.2615586837)
3663,25,-80.265864899,POINT (25 -80.26586489899999)
3664,25,-80.2620180409,POINT (25 -80.2620180409)
3665,25,-80.2644701423,POINT (25 -80.2644701423)
3666,25,-80.263365647,POINT (25 -80.263365647)
3667,25,-80.26558661050001,POINT (25 -80.26558661050001)
3668,25,-80.2639463137,POINT (25 -80.2639463137)
3669,25,-80.2670159696,POINT (25 -80.2670159696)
3670,25,-80.2664723476,POINT (25 -80.2664723476)
3671,25,-80.265463245,POINT (25 -80.26546324500001)
3672,25,-80.2621587364,POINT (25 -80.2621587364)
3673,25,-80.2438191182,POINT (25 -80.24381911819999)
3674,25,-80.2436773318,POINT (25 -80.2436773318)
3675,25,-80.253153263,POINT (25 -80.253153263)
3676,25,-80.2483108023,POINT (25 -80.2483108023)
3677,25,-80.24874371840001,POINT (25 -80.24874371840001)
3678,25,-80.2483790519,POINT (25 -80.2483790519)
3679,25,-80.2544240716,POINT (25 -80.2544240716)
3680,25,-80.24365952699999,POINT (25 -80.24365952699999)
3681,25,-80.2467805527,POINT (25 -80.2467805527)
3682,25,-80.2472625006,POINT (25 -80.2472625006)
3683,25,-80.248714572,POINT (25 -80.248714572)
3684,25,-80.24022002859999,POINT (25 -80.24022002859999)
3685,25,-80.24556270020001,POINT (25 -80.24556270020001)
3686,25,-80.24841875850001,POINT (25 -80.24841875850001)
3687,25,-80.2544030474,POINT (25 -80.2544030474)
3688,25,-80.252079833,POINT (25 -80.252079833)
3689,25,-80.2532646286,POINT (25 -80.25326462859999)
3690,25,-80.2431161278,POINT (25 -80.24311612779999)
3691,25,-80.2540847676,POINT (25 -80.25408476760001)
3692,25,-80.2418913941,POINT (25 -80.24189139409999)
3693,25,-80.2476301054,POINT (25 -80.24763010540001)
3694,25,-80.2536462799,POINT (25 -80.2536462799)
3695,25,-80.2468756072,POINT (25 -80.2468756072)
3696,25,-80.2447810375,POINT (25 -80.2447810375)
3697,25,-80.24763811439999,POINT (25 -80.24763811439999)
3698,25,-80.24819279270001,POINT (25 -80.24819279270001)
3699,25,-80.2415523376,POINT (25 -80.2415523376)
3700,25,-80.2469956335,POINT (25 -80.24699563350001)
3701,25,-80.2505762664,POINT (25 -80.2505762664)
3702,25,-80.2487195293,POINT (25 -80.2487195293)
3703,25,-80.24083584649999,POINT (25 -80.24083584649999)
3704,25,-80.2420260365,POINT (25 -80.24202603649999)
3705,25,-80.2431751868,POINT (25 -80.2431751868)
3706,25,-80.2536710748,POINT (25 -80.2536710748)
